308.0,1,Alabama,9,39,60,,Nov 04,,,,,,,,Final results-1
300.5,2,Alabama,9,36,61,,Oct 28,,,,,,,,SurveyUSA-2
288.5,2,Alabama,9,34,54,,Oct 16,,,,,,,,Capital Survey-2
281.5,2,Alabama,9,35,62,,Oct 09,,,,,,,,SurveyUSA-2
279.5,2,Alabama,9,35,55,,Oct 07,,,,,,,,Capital Survey-2
265.0,1,Alabama,9,39,60,,Sep 22,,,,,,,,Rasmussen-1
259.5,2,Alabama,9,34,64,,Sep 17,,,,,,,,SurveyUSA-2
257.5,4,Alabama,9,36,58,,Sep 16,,,,,,,,ARG-4
254.5,8,Alabama,9,25,52,,Sep 15,,,,,,,,U. of South Alabama-8
249.0,7,Alabama,9,35,55,,Sep 09,,,,,,,,Capital Survey-7
213.0,7,Alabama,9,34,47,,Aug 04,,,,,,,,Capital Survey-7
212.0,1,Alabama,9,37,55,,Jul 31,,,,,,,,Rasmussen-1
177.0,1,Alabama,9,36,51,,Jun 26,,,,,,,,Rasmussen-1
176.5,2,Alabama,9,36,49,,Jun 26,,,,,,,,Capital Survey-2
151.0,5,Alabama,9,33,57,,Jun 02,,,,,,,,Capital Survey-5
147.0,1,Alabama,9,32,60,,May 27,,,,,,,,Rasmussen-1
137.0,3,Alabama,9,34,57,,May 18,,,,,,,,SurveyUSA-3
110.0,9,Alabama,9,36,55,,Apr 24,,,,,,,,Capital Survey-9
102.0,3,Alabama,9,32,64,,Apr 13,,,,,,,,SurveyUSA-3
 92.0,1,Alabama,9,37,55,,Apr 02,,,,,,,,Rasmussen-1
 84.5,4,Alabama,9,30,57,,Mar 27,,,,,,,,U. of South Alabama-4
 74.0,3,Alabama,9,35,62,,Mar 16,,,,,,,,SurveyUSA-3
 58.0,3,Alabama,9,40,54,,Feb 28,,,,,,,,SurveyUSA-3
 16.5,2,Alabama,9,29,63,,Jan 17,,,,,,,,SurveyUSA-2
308.0,1,Alaska,3,38,59,,Nov 04,,,,,,,,Final results-1
301.0,1,Alaska,3,41,57,,Oct 28,,,,,,,,Rasmussen-1
291.0,3,Alaska,3,42,53,,Oct 19,,,,,,,,Ivan Moore Research-3
279.0,1,Alaska,3,40,55,,Oct 06,,,,,,,,Rasmussen-1
277.5,4,Alaska,3,38,55,,Oct 06,,,,,,,,Ivan Moore Research-4
262.0,5,Alaska,3,37,55,,Sep 21,,,,,,,,Fairleigh Dickinson U.-5
253.0,3,Alaska,3,39,55,,Sep 11,,,,,,,,ARG-3
252.0,1,Alaska,3,33,64,,Sep 09,,,,,,,,Rasmussen-1
243.5,4,Alaska,3,35,54,,Sep 02,,,,,,,,Ivan Moore Research-4
211.0,1,Alaska,3,39,44,,Jul 30,,,,,,,,Rasmussen-1
198.0,1,Alaska,3,40,45,,Jul 17,,,,,,,,Rasmussen-1
167.0,1,Alaska,3,41,45,,Jun 16,,,,,,,,Rasmussen-1
134.0,1,Alaska,3,41,50,,May 14,,,,,,,,Rasmussen-1
 97.0,1,Alaska,3,43,48,,Apr 07,,,,,,,,Rasmussen-1
 58.0,3,Alaska,3,43,48,,Feb 28,,,,,,,,SurveyUSA-3
308.0,1,Arizona,10,45,54,,Nov 04,,,,,,,,Final results-1
302.0,3,Arizona,10,46,50,,Oct 30,,,,,,,,ARG-3
300.5,2,Arizona,10,44,48,,Oct 28,,,,,,,,Mason-Dixon-2
299.0,1,Arizona,10,46,51,,Oct 26,,,,,,,,Rasmussen-1
298.5,6,Arizona,10,46,53,,Oct 28,,,,,,,,Opinion Research-6
297.5,4,Arizona,10,44,46,,Oct 26,,,,,,,,Arizona State U.-4
295.5,10,Arizona,10,41,49,,Oct 27,,,,,,,,Northern Arizona U.-10
290.5,4,Arizona,10,42,44,,Oct 19,,,,,,,,Zimmerman-4
272.0,1,Arizona,10,38,59,,Sep 29,,,,,,,,Rasmussen-1
269.5,4,Arizona,10,38,45,,Sep 28,,,,,,,,Arizona State U.-4
255.5,4,Arizona,10,39,56,,Sep 14,,,,,,,,ARG-4
227.0,3,Arizona,10,30,40,,Aug 16,,,,,,,,Arizona State U.-3
226.0,3,Arizona,10,41,47,,Aug 15,,,,,,,,Mason-Dixon-3
211.0,1,Arizona,10,36,52,,Jul 30,,,,,,,,Rasmussen-1
176.0,1,Arizona,10,40,49,,Jun 25,,,,,,,,Rasmussen-1
171.5,2,Arizona,10,28,38,,Jun 21,,,,,,,,Arizona State U.-2
136.0,9,Arizona,10,39,50,,May 20,,,,,,,,Rocky Mtn Poll-9
115.5,4,Arizona,10,38,47,,Apr 27,,,,,,,,Arizona State U.-4
105.0,1,Arizona,10,37,57,,Apr 15,,,,,,,,Rasmussen-1
 93.5,10,Arizona,10,33,55,,Apr 08,,,,,,,,Northern Arizona U.-10
 58.0,3,Arizona,10,39,51,,Feb 28,,,,,,,,SurveyUSA-3
 53.5,4,Arizona,10,38,49,,Feb 24,,,,,,,,Arizona State U.-4
308.0,1,Arkansas,6,39,59,,Nov 04,,,,,,,,Final results-1
302.5,4,Arkansas,6,44,51,,Oct 31,,,,,,,,ARG-4
300.0,1,Arkansas,6,44,54,,Oct 27,,,,,,,,Rasmussen-1
284.0,21,Arkansas,6,36,51,,Oct 21,,,,,,,,U. of Arkansas-21
265.0,1,Arkansas,6,42,51,,Sep 22,,,,,,,,Rasmussen-1
264.0,3,Arkansas,6,41,53,,Sep 22,,,,,,,,ARG-3
195.0,1,Arkansas,6,37,47,,Jul 14,,,,,,,,Rasmussen-1
167.0,1,Arkansas,6,41,45,,Jun 16,,,,,,,,Rasmussen-1
163.0,1,Arkansas,6,39,48,,Jun 12,,,,,,,,Rasmussen-1
132.0,1,Arkansas,6,33,57,,May 12,,,,,,,,Rasmussen-1
 77.0,1,Arkansas,6,30,59,,Mar 18,,,,,,,,Rasmussen-1
 67.5,6,Arkansas,6,27,43,,Mar 11,,,,,,,,Opinion Res.-6
 58.0,3,Arkansas,6,33,53,,Feb 28,,,,,,,,SurveyUSA-3
308.0,1,California,55,61,37,,Nov 04,,,,,,,,Final results-1
303.0,3,California,55,60,36,,Oct 31,,,,,,,,SurveyUSA-3
298.0,1,California,55,61,34,,Oct 25,,,,,,,,Rasmussen-1
296.0,11,California,55,55,33,,Oct 28,,,,,,,,Field Poll-11
288.5,2,California,55,59,35,,Oct 16,,,,,,,,SurveyUSA-2
288.5,8,California,55,56,33,,Oct 19,,,,,,,,Public Policy Inst. of Calif.-8
282.0,1,California,55,56,40,,Oct 09,,,,,,,,Rasmussen-1
277.5,2,California,55,55,39,,Oct 05,,,,,,,,SurveyUSA-2
266.5,2,California,55,53,43,,Sep 24,,,,,,,,SurveyUSA-2
265.0,1,California,55,56,39,,Sep 22,,,,,,,,Rasmussen-1
262.0,3,California,55,53,39,,Sep 20,,,,,,,,ARG-3
255.5,8,California,55,50,40,,Sep 16,,,,,,,,Public Policy Inst. of Calif.-8
252.5,10,California,55,52,36,,Sep 14,,,,,,,,Field Poll-10
232.0,1,California,55,51,37,,Aug 20,,,,,,,,Rasmussen-1
227.5,8,California,55,48,39,,Aug 19,,,,,,,,Pub. Policy Inst. of Calif.-8
205.0,1,California,55,50,38,,Jul 24,,,,,,,,Rasmussen-1
196.0,15,California,55,50,35,,Jul 22,,,,,,,,Pub. Policy Inst. of Calif.-15
192.0,7,California,55,54,30,,Jul 14,,,,,,,,Field Poll-7
174.0,1,California,55,58,30,,Jun 23,,,,,,,,Rasmussen-1
169.0,3,California,55,53,41,,Jun 19,,,,,,,,SurveyUSA-3
141.5,12,California,55,52,35,,May 27,,,,,,,,Field Poll-12
140.5,2,California,55,47,40,,May 21,,,,,,,,LA Times-2
140.0,1,California,55,52,38,,May 20,,,,,,,,Rasmussen-1
137.0,3,California,55,49,41,,May 18,,,,,,,,SurveyUSA-3
106.0,1,California,55,50,43,,Apr 16,,,,,,,,Rasmussen-1
102.0,3,California,55,50,43,,Apr 13,,,,,,,,SurveyUSA-3
 74.0,3,California,55,54,40,,Mar 16,,,,,,,,SurveyUSA-3
 73.5,8,California,55,49,40,,Mar 18,,,,,,,,Public Policy Inst. of Calif.-8
 71.0,1,California,55,53,38,,Mar 12,,,,,,,,Rasmussen-1
 58.0,3,California,55,51,40,,Feb 28,,,,,,,,SurveyUSA-3
 47.0,3,California,55,61,34,,Feb 17,,,,,,,,SurveyUSA-3
308.0,1,Colorado,9,54,45,,Nov 04,,,,,,,,Final results-1
302.0,3,Colorado,9,52,45,,Oct 30,,,,,,,,ARG-3
301.5,2,Colorado,9,49,44,,Oct 29,,,,,,,,Mason-Dixon-2
300.5,2,Colorado,9,51,45,,Oct 28,,,,,,,,Marist Coll.-2
299.0,1,Colorado,9,50,46,,Oct 26,,,,,,,,Rasmussen-1
299.0,1,Colorado,9,53,45,,Oct 26,,,,,,,,Insider Advantage-1
